PO Number,Document Date,Posting Date,Material Code,Material Description,Short Text,Supplier Name,Order Quantity,Unit of Measure,Net Price,Currency,Subtotal Raw,FX Rate to INR,Total INR,Total In Crs,Material Group,Plant,Fiscal Year
PO-2023-450318,2023-06-15,2023-06-15,PKG-20101,5-Ply Corrugated Heavy Duty Shipping Boxes,5-Ply Corrugated Heavy Duty Shipping Boxes,Signode Industrial Packaging Ltd,2200,BOX,54,INR,118800,1,118800,0.0119,PACKAGING,1020,FY24
PO-2023-450319,2023-07-15,2023-07-15,PKG-20102,Printed Multi-Layer Flexible Packaging Laminates,Printed Multi-Layer Flexible Packaging Laminates,Huhtamaki Flexible Packaging Ltd,2050,KG,284,INR,582200,1,582200,0.0582,PACKAGING,2000,FY24
PO-2023-450320,2023-08-15,2023-08-15,PKG-20103,Mono Carton Packaging Printed Paperboard,Mono Carton Packaging Printed Paperboard,Essel Propack Laminated Tubes,2400,PCS,16,INR,38400,1,38400,0.0038,PACKAGING,3000,FY24
PO-2023-450321,2023-09-15,2023-09-15,PKG-20104,Automatic Stretch Film Wrapping Rolls 23 Microns,Automatic Stretch Film Wrapping Rolls 23 Microns,Amcor Packaging India Ltd,10,ROLL,209,INR,2090,1,2090,0.0002,PACKAGING,1000,FY24
PO-2023-450322,2023-10-15,2023-10-15,PKG-20105,Polypropylene Heavy Duty Strapping Bands,Polypropylene Heavy Duty Strapping Bands,TCPL Packaging Containers,15,ROLL,1159,INR,17385,1,17385,0.0017,PACKAGING,1010,FY24
PO-2023-450323,2023-11-15,2023-11-15,PKG-20106,Laminated Barrier Tubes for Specialty Liquids,Laminated Barrier Tubes for Specialty Liquids,Parksons Packaging Solutions,2700,PCS,27,INR,72900,1,72900,0.0073,PACKAGING,1020,FY24
PO-2023-450324,2023-12-15,2023-12-15,PKG-20107,HDPE Plastic Drums 200 Litres Capacity,HDPE Plastic Drums 200 Litres Capacity,Universal Corrugators Pvt Ltd,13,DRUM,1250,INR,16250,1,16250,0.0016,PACKAGING,2000,FY24
PO-2024-450325,2024-01-15,2024-01-15,FRT-30101,Road FTL 32-Foot Multi-Axle Container Trucking,Road FTL 32-Foot Multi-Axle Container Trucking,DHL Global Freight Solutions,1,TRIP,47353,EUR,47353,92.4,4375417,0.4375,FREIGHT,3000,FY25
PO-2024-450326,2024-02-15,2024-02-15,FRT-30102,40ft High Cube Ocean Freight Container Shipping,40ft High Cube Ocean Freight Container Shipping,Maersk Line Logistics India,2,CONT,1965,USD,3930,85.5,336015,0.0336,FREIGHT,1000,FY25
PO-2024-450327,2024-03-15,2024-03-15,FRT-30103,Cold Chain Refrigerated Express Transport,Cold Chain Refrigerated Express Transport,3M Safety & Industrial PPE Ltd,3,TRIP,72941,USD,218823,85.5,18709367,1.8709,FREIGHT,1010,FY25
PO-2024-450328,2024-04-15,2024-04-15,FRT-30104,Warehouse 3PL Material Staging & Storage Services,Warehouse 3PL Material Staging & Storage Services,Kuehne + Nagel Supply Chain Ltd,45,MONTH,197059,USD,8867655,85.5,758184503,75.8185,FREIGHT,1020,FY25
PO-2024-450329,2024-05-15,2024-05-15,FRT-30105,Air Cargo Express Customs Cleared Freight,Air Cargo Express Customs Cleared Freight,Blue Dart Express Domestic Freight,550,KG,396,INR,217800,1,217800,0.0218,FREIGHT,2000,FY25
PO-2024-450330,2024-06-15,2024-06-15,MRO-40101,Deep Groove Ball Bearings SKF Explorer Series,Deep Groove Ball Bearings SKF Explorer Series,Castrol Industrial Lubricants Ltd,7,SET,3459,INR,24213,1,24213,0.0024,MRO,3000,FY25
PO-2024-450331,2024-07-15,2024-07-15,MRO-40102,Variable Frequency Drives (VFD) 45kW Inverter,Variable Frequency Drives (VFD) 45kW Inverter,ABB Power Grids India Pvt Ltd,60,UNIT,115882,INR,6952920,1,6952920,0.6953,MRO,1000,FY25
PO-2024-450332,2024-08-15,2024-08-15,MRO-40103,Centrifugal Slurry Pump Impeller Mechanical Seals,Centrifugal Slurry Pump Impeller Mechanical Seals,Festo Pneumatics India Pvt Ltd,9,SET,19529,INR,175761,1,175761,0.0176,MRO,1010,FY25
PO-2024-450333,2024-09-15,2024-09-15,MRO-40104,Industrial Synthetic Gear Oil ISO VG 220 Drum,Industrial Synthetic Gear Oil ISO VG 220 Drum,Honeywell Industrial Automation,10,DRUM,59294,USD,592940,85.5,50696370,5.0696,MRO,1020,FY25
PO-2024-450334,2024-10-15,2024-10-15,MRO-40105,Pneumatic Actuator Solenoid Directional Valves,Pneumatic Actuator Solenoid Directional Valves,SKF Bearing Technologies India,3800,PCS,8618,INR,32748400,1,32748400,3.2748,MRO,2000,FY25
PO-2024-450335,2024-11-15,2024-11-15,PPE-50101,3M Industrial N95 Filtering Facepiece Respirators,3M Industrial N95 Filtering Facepiece Respirators,3M Safety & Industrial PPE Ltd,3900,BOX,77,USD,300300,85.5,25675650,2.5676,CONSUMABLES,3000,FY25
PO-2024-450336,2024-12-15,2024-12-15,PPE-50102,Heavy Duty Nitrile Chemical Protection Gloves,Heavy Duty Nitrile Chemical Protection Gloves,3M Safety & Industrial PPE Ltd,85,PAIR,219,USD,18615,85.5,1591583,0.1592,CONSUMABLES,1000,FY25
PO-2025-450337,2025-01-15,2025-01-15,MAT-10101,High Density Polyethylene (HDPE) Polymers,High Density Polyethylene (HDPE) Polymers,Contoso Polymer Logistics Ltd,27,MT,1468,EUR,39636,92.4,3662366,0.3662,POLYMERS,1010,FY26
PO-2025-450338,2025-02-15,2025-02-15,MAT-10102,Polypropylene (PP) Injection Moulding Resin,Polypropylene (PP) Injection Moulding Resin,Basell Polyolefins Europe NV,29,MT,1388,EUR,40252,92.4,3719285,0.3719,POLYMERS,1020,FY26
PO-2025-450339,2025-03-15,2025-03-15,MAT-10103,Linear Low-Density Polyethylene (LLDPE) Film Grade,Linear Low-Density Polyethylene (LLDPE) Film Grade,3M Safety & Industrial PPE Ltd,31,MT,1459,USD,45229,85.5,3867080,0.3867,POLYMERS,2000,FY26
PO-2025-450340,2025-04-15,2025-04-15,MAT-10201,Hydrochloric Acid 33% Industrial Grade,Hydrochloric Acid 33% Industrial Grade,Dow Chemical Americas Inc,105,KL,176,USD,18480,85.5,1580040,0.158,CHEMICAL,3000,FY26
PO-2025-450341,2025-05-15,2025-05-15,MAT-10202,Caustic Soda Lye 48% Bulk Solution,Caustic Soda Lye 48% Bulk Solution,Pidilite Industrial Adhesives Ltd,35,MT,280,INR,9800,1,9800,0.001,CHEMICAL,1000,FY26
PO-2025-450342,2025-06-15,2025-06-15,MAT-10203,Titanium Dioxide Rutile White Pigment,Titanium Dioxide Rutile White Pigment,BASF Speciality Chemicals SE,1200,KG,2235,EUR,2682000,92.4,247816800,24.7817,CHEMICAL,1010,FY26
PO-2025-450343,2025-07-15,2025-07-15,MAT-10204,Sulfuric Acid 98% Commercial Grade,Sulfuric Acid 98% Commercial Grade,UPL Agro & Bulk Chemical Corp,39,MT,91,INR,3549,1,3549,0.0004,CHEMICAL,1020,FY26
PO-2025-450344,2025-08-15,2025-08-15,MAT-10104,Polyvinyl Chloride (PVC) Suspension Resin,Polyvinyl Chloride (PVC) Suspension Resin,SABIC Petrochemical Middle East,41,MT,1012,USD,41492,85.5,3547566,0.3548,POLYMERS,2000,FY26
PO-2025-450345,2025-09-15,2025-09-15,MAT-10205,Industrial Synthetic Adhesives & Sealants,Industrial Synthetic Adhesives & Sealants,Borealis Chemical Supply GmbH,1350,KG,390,EUR,526500,92.4,48648600,4.8649,CHEMICAL,3000,FY26
PO-2025-450346,2025-10-15,2025-10-15,PKG-20101,5-Ply Corrugated Heavy Duty Shipping Boxes,5-Ply Corrugated Heavy Duty Shipping Boxes,TCPL Packaging Containers,5000,BOX,44,INR,220000,1,220000,0.022,PACKAGING,1000,FY26
PO-2025-450347,2025-11-15,2025-11-15,PKG-20102,Printed Multi-Layer Flexible Packaging Laminates,Printed Multi-Layer Flexible Packaging Laminates,Parksons Packaging Solutions,1450,KG,252,INR,365400,1,365400,0.0365,PACKAGING,1010,FY26
PO-2025-450348,2025-12-15,2025-12-15,PKG-20103,Mono Carton Packaging Printed Paperboard,Mono Carton Packaging Printed Paperboard,Universal Corrugators Pvt Ltd,5200,PCS,12,INR,62400,1,62400,0.0062,PACKAGING,1020,FY26
PO-2026-450349,2026-01-15,2026-01-15,PKG-20104,Automatic Stretch Film Wrapping Rolls 23 Microns,Automatic Stretch Film Wrapping Rolls 23 Microns,3M Safety & Industrial PPE Ltd,50,ROLL,188,USD,9400,85.5,803700,0.0804,PACKAGING,2000,FY26
PO-2026-450350,2026-02-15,2026-02-15,PKG-20105,Polypropylene Heavy Duty Strapping Bands,Polypropylene Heavy Duty Strapping Bands,Signode Industrial Packaging Ltd,55,ROLL,1035,INR,56925,1,56925,0.0057,PACKAGING,3000,FY26
PO-2026-450351,2026-03-15,2026-03-15,PKG-20106,Laminated Barrier Tubes for Specialty Liquids,Laminated Barrier Tubes for Specialty Liquids,Huhtamaki Flexible Packaging Ltd,500,PCS,21,INR,10500,1,10500,0.001,PACKAGING,1000,FY26
PO-2023-450352,2023-01-15,2023-01-15,PKG-20107,HDPE Plastic Drums 200 Litres Capacity,HDPE Plastic Drums 200 Litres Capacity,Essel Propack Laminated Tubes,5,DRUM,1638,INR,8190,1,8190,0.0008,PACKAGING,1010,FY24
PO-2023-450353,2023-02-15,2023-02-15,FRT-30101,Road FTL 32-Foot Multi-Axle Container Trucking,Road FTL 32-Foot Multi-Axle Container Trucking,Blue Dart Express Domestic Freight,5,TRIP,73235,INR,366175,1,366175,0.0366,FREIGHT,1020,FY24
PO-2023-450354,2023-03-15,2023-03-15,FRT-30102,40ft High Cube Ocean Freight Container Shipping,40ft High Cube Ocean Freight Container Shipping,TCI Freight Transport Logistics,6,CONT,2871,INR,17226,1,17226,0.0017,FREIGHT,2000,FY24
PO-2023-450355,2023-04-15,2023-04-15,FRT-30103,Cold Chain Refrigerated Express Transport,Cold Chain Refrigerated Express Transport,DHL Global Freight Solutions,1,TRIP,102059,EUR,102059,92.4,9430252,0.943,FREIGHT,3000,FY24
PO-2023-450356,2023-05-15,2023-05-15,FRT-30104,Warehouse 3PL Material Staging & Storage Services,Warehouse 3PL Material Staging & Storage Services,Maersk Line Logistics India,85,MONTH,326471,USD,27750035,85.5,2372627993,237.2628,FREIGHT,1000,FY24
PO-2023-450357,2023-06-15,2023-06-15,FRT-30105,Air Cargo Express Customs Cleared Freight,Air Cargo Express Customs Cleared Freight,3M Safety & Industrial PPE Ltd,1950,KG,565,USD,1101750,85.5,94199625,9.42,FREIGHT,1010,FY24
PO-2023-450358,2023-07-15,2023-07-15,MRO-40101,Deep Groove Ball Bearings SKF Explorer Series,Deep Groove Ball Bearings SKF Explorer Series,ABB Power Grids India Pvt Ltd,11,SET,1800,INR,19800,1,19800,0.002,MRO,1020,FY24
PO-2023-450359,2023-08-15,2023-08-15,MRO-40102,Variable Frequency Drives (VFD) 45kW Inverter,Variable Frequency Drives (VFD) 45kW Inverter,Festo Pneumatics India Pvt Ltd,100,UNIT,89412,INR,8941200,1,8941200,0.8941,MRO,2000,FY24
PO-2023-450360,2023-09-15,2023-09-15,MRO-40103,Centrifugal Slurry Pump Impeller Mechanical Seals,Centrifugal Slurry Pump Impeller Mechanical Seals,Honeywell Industrial Automation,13,SET,13882,USD,180466,85.5,15429843,1.543,MRO,3000,FY24
PO-2023-450361,2023-10-15,2023-10-15,MRO-40104,Industrial Synthetic Gear Oil ISO VG 220 Drum,Industrial Synthetic Gear Oil ISO VG 220 Drum,SKF Bearing Technologies India,2,DRUM,49765,INR,99530,1,99530,0.01,MRO,1000,FY24
PO-2023-450362,2023-11-15,2023-11-15,MRO-40105,Pneumatic Actuator Solenoid Directional Valves,Pneumatic Actuator Solenoid Directional Valves,Siemens Industrial Automation Ltd,1600,PCS,6147,EUR,9835200,92.4,908772480,90.8772,MRO,1010,FY24
PO-2023-450363,2023-12-15,2023-12-15,PPE-50101,3M Industrial N95 Filtering Facepiece Respirators,3M Industrial N95 Filtering Facepiece Respirators,3M Safety & Industrial PPE Ltd,1700,BOX,60,USD,102000,85.5,8721000,0.8721,CONSUMABLES,1020,FY24
PO-2024-450364,2024-01-15,2024-01-15,PPE-50102,Heavy Duty Nitrile Chemical Protection Gloves,Heavy Duty Nitrile Chemical Protection Gloves,3M Safety & Industrial PPE Ltd,25,PAIR,169,USD,4225,85.5,361238,0.0361,CONSUMABLES,2000,FY25
PO-2024-450365,2024-02-15,2024-02-15,MAT-10101,High Density Polyethylene (HDPE) Polymers,High Density Polyethylene (HDPE) Polymers,Contoso Polymer Logistics Ltd,33,MT,1344,EUR,44352,92.4,4098125,0.4098,POLYMERS,3000,FY25
PO-2024-450366,2024-03-15,2024-03-15,MAT-10102,Polypropylene (PP) Injection Moulding Resin,Polypropylene (PP) Injection Moulding Resin,Basell Polyolefins Europe NV,35,MT,1265,EUR,44275,92.4,4091010,0.4091,POLYMERS,1000,FY25
PO-2024-450367,2024-04-15,2024-04-15,MAT-10103,Linear Low-Density Polyethylene (LLDPE) Film Grade,Linear Low-Density Polyethylene (LLDPE) Film Grade,3M Safety & Industrial PPE Ltd,37,MT,1335,USD,49395,85.5,4223273,0.4223,POLYMERS,1010,FY25
PO-2024-450368,2024-05-15,2024-05-15,MAT-10201,Hydrochloric Acid 33% Industrial Grade,Hydrochloric Acid 33% Industrial Grade,Dow Chemical Americas Inc,45,KL,155,USD,6975,85.5,596363,0.0596,CHEMICAL,1020,FY25
PO-2024-450369,2024-06-15,2024-06-15,MAT-10202,Caustic Soda Lye 48% Bulk Solution,Caustic Soda Lye 48% Bulk Solution,Pidilite Industrial Adhesives Ltd,41,MT,351,INR,14391,1,14391,0.0014,CHEMICAL,2000,FY25
PO-2024-450370,2024-07-15,2024-07-15,MAT-10203,Titanium Dioxide Rutile White Pigment,Titanium Dioxide Rutile White Pigment,BASF Speciality Chemicals SE,600,KG,2624,EUR,1574400,92.4,145474560,14.5475,CHEMICAL,3000,FY25
PO-2024-450371,2024-08-15,2024-08-15,MAT-10204,Sulfuric Acid 98% Commercial Grade,Sulfuric Acid 98% Commercial Grade,UPL Agro & Bulk Chemical Corp,45,MT,127,INR,5715,1,5715,0.0006,CHEMICAL,1000,FY25
PO-2024-450372,2024-09-15,2024-09-15,MAT-10104,Polyvinyl Chloride (PVC) Suspension Resin,Polyvinyl Chloride (PVC) Suspension Resin,SABIC Petrochemical Middle East,47,MT,1238,USD,58186,85.5,4974903,0.4975,POLYMERS,1010,FY25
PO-2024-450373,2024-10-15,2024-10-15,MAT-10205,Industrial Synthetic Adhesives & Sealants,Industrial Synthetic Adhesives & Sealants,Borealis Chemical Supply GmbH,750,KG,500,EUR,375000,92.4,34650000,3.465,CHEMICAL,1020,FY25
PO-2024-450374,2024-11-15,2024-11-15,PKG-20101,5-Ply Corrugated Heavy Duty Shipping Boxes,5-Ply Corrugated Heavy Duty Shipping Boxes,Signode Industrial Packaging Ltd,2800,BOX,63,INR,176400,1,176400,0.0176,PACKAGING,2000,FY25
PO-2024-450375,2024-12-15,2024-12-15,PKG-20102,Printed Multi-Layer Flexible Packaging Laminates,Printed Multi-Layer Flexible Packaging Laminates,Huhtamaki Flexible Packaging Ltd,850,KG,220,INR,187000,1,187000,0.0187,PACKAGING,3000,FY25
PO-2025-450376,2025-01-15,2025-01-15,PKG-20103,Mono Carton Packaging Printed Paperboard,Mono Carton Packaging Printed Paperboard,Essel Propack Laminated Tubes,3000,PCS,9,INR,27000,1,27000,0.0027,PACKAGING,1000,FY26
PO-2025-450377,2025-02-15,2025-02-15,PKG-20104,Automatic Stretch Film Wrapping Rolls 23 Microns,Automatic Stretch Film Wrapping Rolls 23 Microns,Amcor Packaging India Ltd,90,ROLL,167,INR,15030,1,15030,0.0015,PACKAGING,1010,FY26
PO-2025-450378,2025-03-15,2025-03-15,PKG-20105,Polypropylene Heavy Duty Strapping Bands,Polypropylene Heavy Duty Strapping Bands,TCPL Packaging Containers,95,ROLL,912,INR,86640,1,86640,0.0087,PACKAGING,1020,FY26
PO-2025-450379,2025-04-15,2025-04-15,PKG-20106,Laminated Barrier Tubes for Specialty Liquids,Laminated Barrier Tubes for Specialty Liquids,Parksons Packaging Solutions,3300,PCS,16,INR,52800,1,52800,0.0053,PACKAGING,2000,FY26
PO-2025-450380,2025-05-15,2025-05-15,PKG-20107,HDPE Plastic Drums 200 Litres Capacity,HDPE Plastic Drums 200 Litres Capacity,Universal Corrugators Pvt Ltd,9,DRUM,1426,INR,12834,1,12834,0.0013,PACKAGING,3000,FY26
PO-2025-450381,2025-06-15,2025-06-15,FRT-30101,Road FTL 32-Foot Multi-Axle Container Trucking,Road FTL 32-Foot Multi-Axle Container Trucking,3M Safety & Industrial PPE Ltd,3,TRIP,59118,USD,177354,85.5,15163767,1.5164,FREIGHT,1000,FY26
PO-2025-450382,2025-07-15,2025-07-15,FRT-30102,40ft High Cube Ocean Freight Container Shipping,40ft High Cube Ocean Freight Container Shipping,Kuehne + Nagel Supply Chain Ltd,4,CONT,2376,USD,9504,85.5,812592,0.0813,FREIGHT,1010,FY26
PO-2025-450383,2025-08-15,2025-08-15,FRT-30103,Cold Chain Refrigerated Express Transport,Cold Chain Refrigerated Express Transport,Blue Dart Express Domestic Freight,5,TRIP,86176,INR,430880,1,430880,0.0431,FREIGHT,1020,FY26
PO-2025-450384,2025-09-15,2025-09-15,FRT-30104,Warehouse 3PL Material Staging & Storage Services,Warehouse 3PL Material Staging & Storage Services,TCI Freight Transport Logistics,25,MONTH,255882,INR,6397050,1,6397050,0.6397,FREIGHT,2000,FY26
PO-2025-450385,2025-10-15,2025-10-15,FRT-30105,Air Cargo Express Customs Cleared Freight,Air Cargo Express Customs Cleared Freight,DHL Global Freight Solutions,1350,KG,473,EUR,638550,92.4,59002020,5.9002,FREIGHT,3000,FY26
PO-2025-450386,2025-11-15,2025-11-15,MRO-40101,Deep Groove Ball Bearings SKF Explorer Series,Deep Groove Ball Bearings SKF Explorer Series,Festo Pneumatics India Pvt Ltd,3,SET,4841,INR,14523,1,14523,0.0015,MRO,1000,FY26
PO-2025-450387,2025-12-15,2025-12-15,MRO-40102,Variable Frequency Drives (VFD) 45kW Inverter,Variable Frequency Drives (VFD) 45kW Inverter,Honeywell Industrial Automation,40,UNIT,137941,USD,5517640,85.5,471758220,47.1758,MRO,1010,FY26
PO-2026-450388,2026-01-15,2026-01-15,MRO-40103,Centrifugal Slurry Pump Impeller Mechanical Seals,Centrifugal Slurry Pump Impeller Mechanical Seals,SKF Bearing Technologies India,5,SET,24235,INR,121175,1,121175,0.0121,MRO,1020,FY26
PO-2026-450389,2026-02-15,2026-02-15,MRO-40104,Industrial Synthetic Gear Oil ISO VG 220 Drum,Industrial Synthetic Gear Oil ISO VG 220 Drum,Siemens Industrial Automation Ltd,6,DRUM,67235,EUR,403410,92.4,37275084,3.7275,MRO,2000,FY26
PO-2026-450390,2026-03-15,2026-03-15,MRO-40105,Pneumatic Actuator Solenoid Directional Valves,Pneumatic Actuator Solenoid Directional Valves,3M Safety & Industrial PPE Ltd,4400,PCS,10676,USD,46974400,85.5,4016311200,401.6311,MRO,3000,FY26
PO-2023-450391,2023-01-15,2023-01-15,PPE-50101,3M Industrial N95 Filtering Facepiece Respirators,3M Industrial N95 Filtering Facepiece Respirators,3M Safety & Industrial PPE Ltd,4500,BOX,92,USD,414000,85.5,35397000,3.5397,CONSUMABLES,1000,FY24
PO-2023-450392,2023-02-15,2023-02-15,PPE-50102,Heavy Duty Nitrile Chemical Protection Gloves,Heavy Duty Nitrile Chemical Protection Gloves,3M Safety & Industrial PPE Ltd,65,PAIR,120,USD,7800,85.5,666900,0.0667,CONSUMABLES,1010,FY24
PO-2023-450393,2023-03-15,2023-03-15,MAT-10101,High Density Polyethylene (HDPE) Polymers,High Density Polyethylene (HDPE) Polymers,Contoso Polymer Logistics Ltd,39,MT,1221,EUR,47619,92.4,4399996,0.44,POLYMERS,1020,FY24
PO-2023-450394,2023-04-15,2023-04-15,MAT-10102,Polypropylene (PP) Injection Moulding Resin,Polypropylene (PP) Injection Moulding Resin,Basell Polyolefins Europe NV,41,MT,1141,EUR,46781,92.4,4322564,0.4323,POLYMERS,2000,FY24
PO-2023-450395,2023-05-15,2023-05-15,MAT-10103,Linear Low-Density Polyethylene (LLDPE) Film Grade,Linear Low-Density Polyethylene (LLDPE) Film Grade,3M Safety & Industrial PPE Ltd,43,MT,1212,USD,52116,85.5,4455918,0.4456,POLYMERS,3000,FY24
PO-2023-450396,2023-06-15,2023-06-15,MAT-10201,Hydrochloric Acid 33% Industrial Grade,Hydrochloric Acid 33% Industrial Grade,Dow Chemical Americas Inc,85,KL,134,USD,11390,85.5,973845,0.0974,CHEMICAL,1000,FY24
PO-2023-450397,2023-07-15,2023-07-15,MAT-10202,Caustic Soda Lye 48% Bulk Solution,Caustic Soda Lye 48% Bulk Solution,Pidilite Industrial Adhesives Ltd,47,MT,312,INR,14664,1,14664,0.0015,CHEMICAL,1010,FY24
PO-2023-450398,2023-08-15,2023-08-15,MAT-10203,Titanium Dioxide Rutile White Pigment,Titanium Dioxide Rutile White Pigment,BASF Speciality Chemicals SE,2000,KG,2412,EUR,4824000,92.4,445737600,44.5738,CHEMICAL,1020,FY24
PO-2023-450399,2023-09-15,2023-09-15,MAT-10204,Sulfuric Acid 98% Commercial Grade,Sulfuric Acid 98% Commercial Grade,UPL Agro & Bulk Chemical Corp,51,MT,108,INR,5508,1,5508,0.0006,CHEMICAL,2000,FY24
PO-2023-450400,2023-10-15,2023-10-15,MAT-10104,Polyvinyl Chloride (PVC) Suspension Resin,Polyvinyl Chloride (PVC) Suspension Resin,SABIC Petrochemical Middle East,53,MT,1115,USD,59095,85.5,5052623,0.5053,POLYMERS,3000,FY24
PO-2023-450401,2023-11-15,2023-11-15,MAT-10205,Industrial Synthetic Adhesives & Sealants,Industrial Synthetic Adhesives & Sealants,Borealis Chemical Supply GmbH,150,KG,440,EUR,66000,92.4,6098400,0.6098,CHEMICAL,1000,FY24
PO-2023-450402,2023-12-15,2023-12-15,PKG-20101,5-Ply Corrugated Heavy Duty Shipping Boxes,5-Ply Corrugated Heavy Duty Shipping Boxes,TCPL Packaging Containers,600,BOX,53,INR,31800,1,31800,0.0032,PACKAGING,1010,FY24
PO-2024-450403,2024-01-15,2024-01-15,PKG-20102,Printed Multi-Layer Flexible Packaging Laminates,Printed Multi-Layer Flexible Packaging Laminates,Parksons Packaging Solutions,250,KG,278,INR,69500,1,69500,0.0069,PACKAGING,1020,FY25
PO-2024-450404,2024-02-15,2024-02-15,PKG-20103,Mono Carton Packaging Printed Paperboard,Mono Carton Packaging Printed Paperboard,Universal Corrugators Pvt Ltd,800,PCS,15,INR,12000,1,12000,0.0012,PACKAGING,2000,FY25
PO-2024-450405,2024-03-15,2024-03-15,PKG-20104,Automatic Stretch Film Wrapping Rolls 23 Microns,Automatic Stretch Film Wrapping Rolls 23 Microns,3M Safety & Industrial PPE Ltd,30,ROLL,206,USD,6180,85.5,528390,0.0528,PACKAGING,3000,FY25
PO-2024-450406,2024-04-15,2024-04-15,PKG-20105,Polypropylene Heavy Duty Strapping Bands,Polypropylene Heavy Duty Strapping Bands,Signode Industrial Packaging Ltd,35,ROLL,1138,INR,39830,1,39830,0.004,PACKAGING,1000,FY25
PO-2024-450407,2024-05-15,2024-05-15,PKG-20106,Laminated Barrier Tubes for Specialty Liquids,Laminated Barrier Tubes for Specialty Liquids,Huhtamaki Flexible Packaging Ltd,1100,PCS,26,INR,28600,1,28600,0.0029,PACKAGING,1010,FY25
PO-2024-450408,2024-06-15,2024-06-15,PKG-20107,HDPE Plastic Drums 200 Litres Capacity,HDPE Plastic Drums 200 Litres Capacity,Essel Propack Laminated Tubes,13,DRUM,1815,INR,23595,1,23595,0.0024,PACKAGING,1020,FY25
PO-2024-450409,2024-07-15,2024-07-15,FRT-30101,Road FTL 32-Foot Multi-Axle Container Trucking,Road FTL 32-Foot Multi-Axle Container Trucking,DHL Global Freight Solutions,1,TRIP,45000,EUR,45000,92.4,4158000,0.4158,FREIGHT,2000,FY25
PO-2024-450410,2024-08-15,2024-08-15,FRT-30102,40ft High Cube Ocean Freight Container Shipping,40ft High Cube Ocean Freight Container Shipping,Maersk Line Logistics India,2,CONT,1882,USD,3764,85.5,321822,0.0322,FREIGHT,3000,FY25
PO-2024-450411,2024-09-15,2024-09-15,FRT-30103,Cold Chain Refrigerated Express Transport,Cold Chain Refrigerated Express Transport,3M Safety & Industrial PPE Ltd,3,TRIP,70294,USD,210882,85.5,18030411,1.803,FREIGHT,1000,FY25
PO-2024-450412,2024-10-15,2024-10-15,FRT-30104,Warehouse 3PL Material Staging & Storage Services,Warehouse 3PL Material Staging & Storage Services,Kuehne + Nagel Supply Chain Ltd,65,MONTH,185294,USD,12044110,85.5,1029771405,102.9771,FREIGHT,1010,FY25
PO-2024-450413,2024-11-15,2024-11-15,FRT-30105,Air Cargo Express Customs Cleared Freight,Air Cargo Express Customs Cleared Freight,Blue Dart Express Domestic Freight,750,KG,381,INR,285750,1,285750,0.0286,FREIGHT,1020,FY25
PO-2024-450414,2024-12-15,2024-12-15,MRO-40101,Deep Groove Ball Bearings SKF Explorer Series,Deep Groove Ball Bearings SKF Explorer Series,Honeywell Industrial Automation,7,SET,3182,USD,22274,85.5,1904427,0.1904,MRO,2000,FY25
PO-2025-450415,2025-01-15,2025-01-15,MRO-40102,Variable Frequency Drives (VFD) 45kW Inverter,Variable Frequency Drives (VFD) 45kW Inverter,SKF Bearing Technologies India,80,UNIT,111471,INR,8917680,1,8917680,0.8918,MRO,3000,FY26
PO-2025-450416,2025-02-15,2025-02-15,MRO-40103,Centrifugal Slurry Pump Impeller Mechanical Seals,Centrifugal Slurry Pump Impeller Mechanical Seals,Siemens Industrial Automation Ltd,9,SET,18588,EUR,167292,92.4,15457781,1.5458,MRO,1000,FY26
PO-2025-450417,2025-03-15,2025-03-15,MRO-40104,Industrial Synthetic Gear Oil ISO VG 220 Drum,Industrial Synthetic Gear Oil ISO VG 220 Drum,3M Safety & Industrial PPE Ltd,10,DRUM,57706,USD,577060,85.5,49338630,4.9339,MRO,1010,FY26
PO-2025-450418,2025-04-15,2025-04-15,MRO-40105,Pneumatic Actuator Solenoid Directional Valves,Pneumatic Actuator Solenoid Directional Valves,Schneider Electric Power Systems,2200,PCS,8206,INR,18053200,1,18053200,1.8053,MRO,1020,FY26
PO-2025-450419,2025-05-15,2025-05-15,PPE-50101,3M Industrial N95 Filtering Facepiece Respirators,3M Industrial N95 Filtering Facepiece Respirators,3M Safety & Industrial PPE Ltd,2300,BOX,74,USD,170200,85.5,14552100,1.4552,CONSUMABLES,2000,FY26
PO-2025-450420,2025-06-15,2025-06-15,PPE-50102,Heavy Duty Nitrile Chemical Protection Gloves,Heavy Duty Nitrile Chemical Protection Gloves,3M Safety & Industrial PPE Ltd,105,PAIR,211,USD,22155,85.5,1894253,0.1894,CONSUMABLES,3000,FY26
PO-2025-450421,2025-07-15,2025-07-15,MAT-10101,High Density Polyethylene (HDPE) Polymers,High Density Polyethylene (HDPE) Polymers,Contoso Polymer Logistics Ltd,45,MT,1447,EUR,65115,92.4,6016626,0.6017,POLYMERS,1000,FY26
PO-2025-450422,2025-08-15,2025-08-15,MAT-10102,Polypropylene (PP) Injection Moulding Resin,Polypropylene (PP) Injection Moulding Resin,Basell Polyolefins Europe NV,47,MT,1368,EUR,64296,92.4,5940950,0.5941,POLYMERS,1010,FY26
